prix,adresse,marque,dim_ecr,ram,stockage,etat
295000,Médina,iPhone,6.0,12,128,Venant
460000,Liberte 6 extension,iPhone,6.0,6,512,Venant
570000,Liberte 6 extension,iPhone,6.0,6,128,Venant
450000,Pikine,Samsung,6.0,12,256,Venant
220000,Pikine,Google,6.0,8,128,Venant
270000,Pikine,Samsung,6.0,8,256,Venant
125000,Pikine,iPhone,6.0,12,64,Venant
140000,Médina,Samsung,6.0,8,128,Venant
120000,Médina,iPhone,6.0,3,64,Venant
132000,Plateau,Samsung,6.0,12,128,Venant
450000,Plateau,Samsung,6.0,12,256,Venant
245000,Plateau,iPhone,6.0,12,128,Venant
260000,Médina,OnePlus,6.0,164,512,Venant
175000,Médina,Samsung,6.0,8,128,Venant
220000,Fass,iPhone,6.0,12,64,Venant
580000,Pikine,Xiaomi,6.0,16,512,Venant
225000,Pikine,Samsung,6.0,8,256,Venant
185000,Colobane,Samsung,6.0,12,512,Venant
110000,Médina,iPhone,6.0,12,64,Venant
179000,Médina,Samsung,6.0,12,128,Venant
210000,Médina,Samsung,6.0,12,128,Venant
263000,Médina,iPhone,6.0,12,128,Venant
270000,Plateau,Honor,6.0,8,256,Venant
440000,Pikine,Samsung,6.0,12,256,Venant
115000,Médina,iPhone,6.0,12,64,Venant
260000,Médina,iPhone,6.0,12,128,Venant
570000,Médina,iPhone,6.0,12,256,Venant
390000,Médina,iPhone,6.0,12,128,Venant
610000,Médina,iPhone,6.0,12,512,Venant
700000,Gueule-Tapée,iPhone,6.0,12,256,Venant
405000,Médina,iPhone,6.0,12,128,Venant
650000,Gueule-Tapée,iPhone,6.0,12,128,Venant
750000,Pikine,Samsung,6.0,12,512,Venant
75000,Castor,Sony,6.0,6,128,Venant
680000,Médina,iPhone,6.0,12,512,Venant
400000,Parcelles Assainies,iPhone,6.0,8,128,Venant
440000,Yoff,Samsung,10.0,12,512,Venant
33000,Castor,Sony,5.0,3,32,Venant
54900,Colobane,Huawei,6.0,12,128,Venant
140000,Colobane,Samsung,6.0,6,128,Venant
160000,Gueule-Tapée,iPhone,6.0,12,64,Venant
95000,Colobane,Oppo,6.0,12,256,Venant
70000,Sicap foire,Xiaomi,6.0,8,128,Venant
95000,Colobane,iPhone,6.0,12,64,Venant
30000,Sicap foire,Xiaomi,6.0,6,128,Venant
310000,Médina,Samsung,6.0,12,512,Venant
185000,Pikine,Samsung,6.0,8,128,Venant
420000,Guediawaye,Samsung,6.0,12,512,Venant
220000,Médina,iPhone,6.0,12,64,Venant
145000,Médina,iPhone,6.0,12,64,Venant
580000,Médina,iPhone,6.0,12,128,Venant
630000,Médina,iPhone,6.0,12,256,Venant
165000,Médina,iPhone,6.0,12,128,Venant
235000,Médina,iPhone,6.0,12,128,Venant
415000,Médina,Samsung,6.0,12,512,Venant
205000,Médina,iPhone,6.0,12,256,Venant
345000,Médina,iPhone,6.0,12,128,Venant
3335000,Médina,Samsung,6.0,12,128,Venant
550000,Point-e,iPhone,6.0,12,5120,Venant
79900,Colobane,Huawei,6.0,12,128,Venant
340000,Yoff,iPhone,10.0,8,512,Venant
84900,Fass,Oppo,6.0,12,256,Venant
110000,Médina,iPhone,6.0,12,64,Venant
270000,Médina,iPhone,6.0,12,128,Venant
275000,Médina,iPhone,6.0,12,128,Venant
300000,Médina,iPhone,6.0,12,128,Venant
180000,Médina,iPhone,6.0,12,64,Venant
330000,Médina,iPhone,6.0,12,128,Venant
500000,Médina,iPhone,6.0,12,128,Venant
420000,Médina,Samsung,6.0,12,256,Venant
320000,Plateau,Samsung,6.0,12,256,Venant
240000,Plateau,Samsung,6.0,12,128,Venant
260000,Plateau,Samsung,6.0,12,256,Venant
270000,Médina,iPhone,6.0,4,128,Venant
490000,Médina,Samsung,6.0,12,128,Venant
580000,Médina,Samsung,6.0,12,128,Venant
250000,Pikine,Samsung,6.0,8,128,Venant
185000,Pikine,Xiaomi,6.0,8,256,Venant
305000,Sacré-cœur,iPhone,6.0,12,128,Venant
165000,Pikine,Motorola,6.0,8,256,Venant
320000,Médina,iPhone,6.0,12,256,Venant
260000,Médina,iPhone,6.0,12,128,Venant
145000,Colobane,iPhone,6.0,12,64,Venant
145000,Plateau,iPhone,6.0,3,128,Venant
210000,Yoff,iPhone,10.0,6,64,Venant
500000,Médina,iPhone,6.0,12,256,Venant
950000,Médina,Google,6.0,12,256,Venant
260000,Médina,iPhone,6.0,12,128,Venant
920000,Médina,Google,6.0,12,256,Venant
340000,Médina,Samsung,6.0,12,256,Venant
395000,Médina,Google,6.0,12,128,Venant
450000,Hlm,Oppo,5.0,12,512,Venant
55000,Colobane,Huawei,6.0,4,128,Venant
205000,Médina,iPhone,6.0,12,128,Venant
54900,Colobane,iPhone,6.0,12,128,Venant
240000,Médina,iPhone,6.0,12,256,Venant
145000,Médina,iPhone,6.0,12,64,Venant
255000,Plateau,iPhone,6.0,12,256,Venant
172000,Plateau,iPhone,6.0,12,128,Venant
160000,Pikine,Honor,6.0,8,256,Venant
350000,Médina,Samsung,6.0,8,128,Venant
310000,Médina,Samsung,6.0,8,128,Venant
775000,Médina,Google,6.0,12,256,Venant
470000,Hlm,Samsung,6.0,12,256,Venant
325000,Médina,iPhone,6.0,12,256,Venant
800000,Médina,Samsung,6.0,12,256,Venant
59900,Colobane,Samsung,5.0,3,32,Venant
290000,Plateau,iPhone,6.0,6,128,Venant
160000,Plateau,iPhone,6.0,6,128,Venant
160000,Pikine,Samsung,6.0,8,128,Venant
780000,Pikine,iPhone,6.0,12,256,Venant
385000,Parcelles Assainies,Google,6.0,12,128,Venant
460000,Pikine,iPhone,6.0,8,512,Venant
85000,Colobane,Oppo,6.0,12,256,Venant
25000,Colobane,Autres,6.0,4,64,Venant
25000,Colobane,Autres,6.0,4,64,Venant
780000,Médina,iPhone,6.0,8,256,Venant
580000,Pikine,Honor,6.0,127,512,Venant
230000,Plateau,Samsung,6.0,8,128,Venant
460000,Médina,iPhone,6.0,12,128,Venant
60000,Colobane,Samsung,6.0,3,128,Venant
425000,Fann,Google,67.0,8,256,Venant
39900,Colobane,Samsung,6.0,12,32,Venant
600000,Médina,iPhone,6.0,12,128,Venant
550,Pikine,Google,6.0,12,128,Venant
55000,Sicap foire,Xiaomi,6.0,4,128,Venant
33000,Colobane,Autres,6.0,12,32,Venant
620000,Médina,Samsung,6.0,12,512,Venant
35000,Colobane,Autres,6.0,12,256,Venant
33000,Colobane,Autres,6.0,12,64,Venant
35000,Colobane,Autres,6.0,12,256,Venant
230000,Gueule-Tapée,iPhone,6.0,6,128,Venant
425000,Colobane,iPhone,6.0,12,128,Venant
185000,Médina,iPhone,6.0,12,64,Venant
290000,Médina,iPhone,6.0,12,128,Venant
610000,Médina,Samsung,6.0,12,256,Venant
25000,Colobane,Autres,6.0,12,64,Venant
25000,Colobane,Autres,6.0,12,128,Venant
240000,Plateau,iPhone,5.0,6,256,Venant
105000,Fass,Samsung,6.0,6,128,Venant
110000,Fass,Samsung,6.0,6,128,Venant
114900,Fass,Autres,6.0,8,256,Venant
144900,Fass,LG,6.0,8,128,Venant
250000,Fass,Google,6.0,12,128,Venant
184900,Fass,Samsung,6.0,8,128,Venant
310000,Fass,iPhone,6.0,12,128,Venant
480000,Fass,iPhone,6.0,12,128,Venant
260000,Médina,OnePlus,6.0,124,256,Venant
475000,Plateau,Samsung,6.0,12,256,Venant
380000,Plateau,Samsung,6.0,12,256,Venant
59900,Colobane,Samsung,6.0,12,32,Venant
59900,Fass,Samsung,5.0,4,32,Venant
150000,Guediawaye,Samsung,6.0,8,128,Venant
540000,Plateau,iPhone,6.0,6,128,Venant
45000,Colobane,Motorola,5.0,3,32,Venant
105000,Fass,Samsung,6.0,6,128,Venant
59900,Fass,Nokia,6.0,2,64,Venant
69900,Colobane,Samsung,6.0,12,128,Venant
175000,Colobane,Samsung,6.0,12,256,Venant
550000,Médina,iPhone,6.0,12,128,Venant
420000,Médina,Samsung,7.0,12,512,Venant
480000,Pikine,OnePlus,6.0,16,512,Venant
49900,Médina,Sony,6.0,4,64,Venant
45000,Médina,iPhone,6.0,12,64,Venant
74900,Colobane,Samsung,6.0,4,128,Venant
540000,Médina,iPhone,6.0,12,128,Venant
130000,Médina,iPhone,6.0,12,128,Venant
450000,Médina,iPhone,6.0,12,128,Venant
60000,Colobane,Huawei,6.0,6,128,Venant
260000,Plateau,iPhone,6.0,12,256,Venant
160000,Pikine,Google,6.0,6,128,Venant
850000,Médina,iPhone,6.0,12,512,Venant
170000,Médina,iPhone,6.0,12,64,Venant
750000,Colobane,iPhone,6.0,12,256,Venant
135000,Colobane,Huawei,6.0,8,128,Venant
135000,Pikine,Xiaomi,6.0,8,128,Venant
160000,Pikine,Oppo,6.0,12,256,Venant
430000,Médina,Google,6.0,12,128,Venant
170000,Sicap foire,Oppo,6.0,12,256,Venant
600000,Parcelles Assainies,Samsung,6.0,12,256,Venant
365000,Pikine,Samsung,6.0,8,256,Venant
260000,Pikine,Samsung,6.0,8,256,Venant
110000,Plateau,iPhone,6.0,12,64,Venant
535000,Médina,iPhone,6.0,12,128,Venant
320000,Pikine,Oppo,6.0,12,256,Venant
330000,Almadies 2,iPhone,6.0,12,128,Venant
730000,Plateau,iPhone,6.0,6,256,Venant
330000,Sicap Liberté,Samsung,6.0,12,256,Venant
470000,Pikine,Samsung,6.0,12,256,Venant
200000,Colobane,Google,6.0,8,128,Venant
35000,Colobane,Autres,6.0,12,64,Venant
35000,Colobane,Autres,6.0,3,64,Venant
200000,Point-e,iPhone,6.0,12,64,Venant
35000,Colobane,Autres,6.0,3,64,Venant
480000,Médina,iPhone,6.0,12,128,Venant
115000,Colobane,iPhone,6.0,12,64,Venant
34900,Colobane,Samsung,6.0,12,16,Venant
140000,Colobane,iPhone,6.0,12,128,Venant
385000,Pikine,Xiaomi,6.0,12,512,Venant
430000,Colobane,Samsung,6.0,12,512,Venant
64900,Colobane,Samsung,6.0,12,64,Venant
19900,Colobane,Alcatel,6.0,12,128,Venant
420000,Plateau,Samsung,7.0,12,256,Venant
275000,Pikine,Nodis,6.0,122,256,Venant
420000,Médina,Google,6.0,12,128,Venant
170000,Médina,Google,6.0,12,128,Venant
245000,Médina,iPhone,6.0,12,256,Venant
55000,Médina,Samsung,6.0,12,128,Venant
420000,Médina,iPhone,6.0,12,512,Venant
175000,Médina,Google,6.0,8,128,Venant
79900,Fass,Huawei,6.0,6,128,Venant
64900,Colobane,Huawei,6.0,12,128,Venant
69900,Colobane,Huawei,6.0,6,128,Venant
520000,Plateau,iPhone,6.0,6,256,Venant
200000,Plateau,Samsung,6.0,12,256,Venant
145000,Pikine,Xiaomi,6.0,8,128,Venant
34900,Fass,Samsung,6.0,12,16,Venant
69900,Fass,Huawei,6.0,128,128,Venant
79900,Colobane,Huawei,6.0,12,128,Venant
150000,Sicap Liberté,iPhone,5.0,4,64,Venant
840000,Médina,iPhone,6.0,12,512,Venant
330000,Médina,iPhone,6.0,12,256,Venant
192000,Médina,iPhone,6.0,12,256,Venant
290000,Médina,OnePlus,6.0,164,256,Venant
155000,Médina,Google,6.0,12,128,Venant
270000,Médina,Google,6.0,12,128,Venant
115000,Plateau,iPhone,6.0,3,64,Venant
125000,Guediawaye,iPhone,6.0,3,64,Venant
180000,Guediawaye,iPhone,6.0,4,128,Venant
359000,Yoff,iPhone,6.0,12,128,Venant
210000,Guediawaye,iPhone,5.0,4,256,Venant
350000,Pikine,Xiaomi,6.0,12,512,Venant
280000,Médina,iPhone,6.0,12,128,Venant
630000,Médina,iPhone,6.0,12,128,Venant
410000,Médina,iPhone,6.0,12,128,Venant
140000,Pikine,Oppo,6.0,88,128,Venant
375000,Plateau,Xiaomi,6.0,16,512,Venant
365000,Dalifort,iPhone,6.0,6,128,Venant
160000,Médina,iPhone,6.0,12,64,Venant
